County of County_Animals,Year of County_Animals,"CATTLE, ON FEED - INVENTORY",HOGS - INVENTORY,TURKEYS - INVENTORY
MORRISON,2023,9503.93,54550.67,1092006.33
MOWER,2010,12121.3,357385.8,
MOWER,2011,11706.4,348080.4,
MOWER,2012,9512.0,330950.0,
MOWER,2013,10876.6,329469.6,
MOWER,2014,10461.7,320164.2,
MOWER,2015,10046.8,310858.8,
MOWER,2016,9631.9,301553.4,
MOWER,2017,12776.0,307898.0,363016.0
MOWER,2018,8802.1,282942.6,
MOWER,2019,8387.2,273637.2,
MOWER,2020,7972.3,264331.8,
MOWER,2021,7557.4,255026.4,
MOWER,2022,5363.0,237896.0,
MOWER,2023,6727.6,236415.6,
MURRAY,2010,21223.63,140875.9,
MURRAY,2011,21103.73,146659.2,
MURRAY,2012,20163.0,140599.0,
MURRAY,2013,20863.93,158225.8,
MURRAY,2014,20744.03,164009.1,
MURRAY,2015,20624.13,169792.4,
MURRAY,2016,20504.23,175575.7,
MURRAY,2017,22026.0,205046.0,
MURRAY,2018,20264.43,187142.3,
MURRAY,2019,20144.53,192925.6,
MURRAY,2020,20024.63,198708.9,
MURRAY,2021,19904.73,204492.2,
MURRAY,2022,18964.0,198432.0,
MURRAY,2023,19664.93,216058.8,
NICOLLET,2010,6802.8,218094.8,
NICOLLET,2011,6470.4,231764.4,
NICOLLET,2012,6218.0,268330.0,
NICOLLET,2013,5805.6,259103.6,
NICOLLET,2014,5473.2,272773.2,
NICOLLET,2015,5140.8,286442.8,
NICOLLET,2016,4808.4,300112.4,
NICOLLET,2017,4316.0,267990.0,
NICOLLET,2018,4143.6,327451.6,
NICOLLET,2019,3811.2,341121.2,
NICOLLET,2020,3478.8,354790.8,
NICOLLET,2021,3146.4,368460.4,
NICOLLET,2022,2894.0,405026.0,5.0
NICOLLET,2023,2481.6,395799.6,
NOBLES,2010,38403.73,280409.2,
NOBLES,2011,38999.53,298514.6,
NOBLES,2012,38434.0,323679.0,
NOBLES,2013,40191.13,334725.4,
NOBLES,2014,40786.93,352830.8,
NOBLES,2015,41382.73,370936.2,
NOBLES,2016,41978.53,389041.6,
NOBLES,2017,44897.0,393029.0,186011.0
NOBLES,2018,43170.13,425252.4,
NOBLES,2019,43765.93,443357.8,
NOBLES,2020,44361.73,461463.2,
NOBLES,2021,44957.53,479568.6,
NOBLES,2022,44392.0,504733.0,
NOBLES,2023,46149.13,515779.4,
NORMAN,2010,998.2,,
NORMAN,2011,876.6,,
NORMAN,2012,755.0,7070.0,
NORMAN,2013,633.4,,
NORMAN,2014,511.8,,
NORMAN,2015,390.2,,
NORMAN,2016,268.6,,
NORMAN,2017,147.0,,
NORMAN,2018,25.4,,
NORMAN,2019,-96.2,,
NORMAN,2020,-217.8,,
NORMAN,2021,-339.4,,
NORMAN,2022,-461.0,,
NORMAN,2023,-582.6,,
OLMSTED,2010,8701.13,41125.3,
OLMSTED,2011,8694.73,40299.4,
OLMSTED,2012,9052.0,45300.0,
OLMSTED,2013,8681.93,38647.6,
OLMSTED,2014,8675.53,37821.7,
OLMSTED,2015,8669.13,36995.8,
OLMSTED,2016,8662.73,36169.9,
OLMSTED,2017,7929.0,23691.0,
OLMSTED,2018,8649.93,34518.1,
OLMSTED,2019,8643.53,33692.2,
OLMSTED,2020,8637.13,32866.3,
OLMSTED,2021,8630.73,32040.4,
OLMSTED,2022,8988.0,37041.0,
OLMSTED,2023,8617.93,30388.6,
OTTER TAIL,2010,7714.57,40427.6,1510248.4
OTTER TAIL,2011,7468.87,36932.8,1447693.2
OTTER TAIL,2012,8092.0,35547.0,1505819.0
OTTER TAIL,2013,6977.47,29943.2,1322582.8
OTTER TAIL,2014,6731.77,26448.4,1260027.6
OTTER TAIL,2015,6486.07,22953.6,1197472.4
OTTER TAIL,2016,6240.37,19458.8,1134917.2
OTTER TAIL,2017,4257.0,11746.0,831000.0
OTTER TAIL,2018,5748.97,12469.2,1009806.8
OTTER TAIL,2019,5503.27,8974.4,947251.6
OTTER TAIL,2020,5257.57,5479.6,884696.4
OTTER TAIL,2021,5011.87,1984.8,822141.2
OTTER TAIL,2022,5635.0,599.0,880267.0
OTTER TAIL,2023,4520.47,-5004.8,697030.8
PENNINGTON,2010,41.77,,
PENNINGTON,2011,75.47,,
PENNINGTON,2012,146.0,,
PENNINGTON,2013,142.87,,
PENNINGTON,2014,176.57,,
PENNINGTON,2015,210.27,,
PENNINGTON,2016,243.97,,
PENNINGTON,2017,204.0,,
PENNINGTON,2018,311.37,,
PENNINGTON,2019,345.07,,
PENNINGTON,2020,378.77,,
PENNINGTON,2021,412.47,,
PENNINGTON,2022,483.0,,14.0
PENNINGTON,2023,479.87,,
PINE,2010,1185.27,268.77,95.87
PINE,2011,1235.47,262.47,100.27
PINE,2012,1719.0,265.0,65.0
PINE,2013,1335.87,249.87,109.07
PINE,2014,1386.07,243.57,113.47
PINE,2015,1436.27,237.27,117.87
PINE,2016,1486.47,230.97,122.27
PINE,2017,670.0,207.0,206.0
PINE,2018,1586.87,218.37,131.07
PINE,2019,1637.07,212.07,135.47
PINE,2020,1687.27,205.77,139.87
PINE,2021,1737.47,199.47,144.27
PINE,2022,2221.0,202.0,109.0
PINE,2023,1837.87,186.87,153.07
PIPESTONE,2010,17664.37,285058.47,
PIPESTONE,2011,18195.27,288725.07,
PIPESTONE,2012,18215.0,267097.0,
PIPESTONE,2013,19257.07,296058.27,
PIPESTONE,2014,19787.97,299724.87,
PIPESTONE,2015,20318.87,303391.47,
PIPESTONE,2016,20849.77,307058.07,
PIPESTONE,2017,22403.0,361314.0,
PIPESTONE,2018,21911.57,314391.27,
PIPESTONE,2019,22442.47,318057.87,
PIPESTONE,2020,22973.37,321724.47,
PIPESTONE,2021,23504.27,325391.07,
PIPESTONE,2022,23524.0,303763.0,
PIPESTONE,2023,24566.07,332724.27,
POLK,2010,430.0,23569.17,
POLK,2011,468.5,21991.67,
POLK,2012,507.0,17637.0,
POLK,2013,545.5,18836.67,
POLK,2014,584.0,17259.17,
POLK,2015,622.5,15681.67,
POLK,2016,661.0,14104.17,
POLK,2017,699.5,18081.0,
POLK,2018,738.0,10949.17,
POLK,2019,776.5,9371.67,
POLK,2020,815.0,7794.17,
POLK,2021,853.5,6216.67,
POLK,2022,892.0,1862.0,74.0
POLK,2023,930.5,3061.67,
POPE,2010,4678.87,89220.97,
POPE,2011,4769.27,88366.07,
POPE,2012,3674.0,76913.0,
POPE,2013,4950.07,86656.27,
POPE,2014,5040.47,85801.37,
POPE,2015,5130.87,84946.47,
POPE,2016,5221.27,84091.57,
POPE,2017,7683.0,104433.0,
POPE,2018,5402.07,82381.77,
POPE,2019,5492.47,81526.87,
POPE,2020,5582.87,80671.97,
POPE,2021,5673.27,79817.07,
POPE,2022,4578.0,68364.0,
POPE,2023,5854.07,78107.27,
RAMSEY,2010,,,
RAMSEY,2011,,,
RAMSEY,2012,,,
RAMSEY,2013,,,
RAMSEY,2014,,,
RAMSEY,2015,,,
RAMSEY,2016,,,
RAMSEY,2017,,,
RAMSEY,2018,,,
RAMSEY,2019,,,
RAMSEY,2020,,,
RAMSEY,2021,,,
RAMSEY,2022,,,
RAMSEY,2023,,,
RED LAKE,2010,1269.4,,
RED LAKE,2011,1289.7,,
RED LAKE,2012,1310.0,,
RED LAKE,2013,1330.3,,
RED LAKE,2014,1350.6,,
RED LAKE,2015,1370.9,,
RED LAKE,2016,1391.2,,
RED LAKE,2017,1411.5,,
RED LAKE,2018,1431.8,,
RED LAKE,2019,1452.1,,
RED LAKE,2020,1472.4,,
RED LAKE,2021,1492.7,,
RED LAKE,2022,1513.0,,
RED LAKE,2023,1533.3,,
REDWOOD,2010,12285.6,122177.33,403328.07
REDWOOD,2011,14227.8,139467.33,404749.87
REDWOOD,2012,15606.0,179776.0,336506.0
REDWOOD,2013,18112.2,174047.33,407593.47
REDWOOD,2014,20054.4,191337.33,409015.27
REDWOOD,2015,21996.6,208627.33,410437.07
REDWOOD,2016,23938.8,225917.33,411858.87
REDWOOD,2017,27009.0,197170.0,552612.0
REDWOOD,2018,27823.2,260497.33,414702.47
REDWOOD,2019,29765.4,277787.33,416124.27
REDWOOD,2020,31707.6,295077.33,417546.07
REDWOOD,2021,33649.8,312367.33,418967.87
REDWOOD,2022,35028.0,352676.0,350724.0
REDWOOD,2023,37534.2,346947.33,421811.47
RENVILLE,2010,16081.63,301991.6,99798.67
RENVILLE,2011,16130.73,299236.8,111747.67
RENVILLE,2012,16654.0,280943.0,79162.0
RENVILLE,2013,16228.93,293727.2,135645.67
RENVILLE,2014,16278.03,290972.4,147594.67
RENVILLE,2015,16327.13,288217.6,159543.67
RENVILLE,2016,16376.23,285462.8,171492.67
RENVILLE,2017,15477.0,313786.0,272511.0
RENVILLE,2018,16474.43,279953.2,195390.67
RENVILLE,2019,16523.53,277198.4,207339.67
RENVILLE,2020,16572.63,274443.6,219288.67
RENVILLE,2021,16621.73,271688.8,231237.67
RENVILLE,2022,17145.0,253395.0,198652.0
RENVILLE,2023,16719.93,266179.2,255135.67
RICE,2010,1846.23,65248.43,474963.2
RICE,2011,1856.53,73977.13,472674.6
RICE,2012,1705.0,62285.0,506109.0
RICE,2013,1877.13,91434.53,468097.4
RICE,2014,1887.43,100163.23,465808.8
RICE,2015,1897.73,108891.93,463520.2
RICE,2016,1908.03,117620.63,461231.6
RICE,2017,2242.0,167191.0,387497.0
RICE,2018,1928.63,135078.03,456654.4
RICE,2019,1938.93,143806.73,454365.8
RICE,2020,1949.23,152535.43,452077.2
RICE,2021,1959.53,161264.13,449788.6
RICE,2022,1808.0,149572.0,483223.0
RICE,2023,1980.13,178721.53,445211.4
ROCK,2010,36729.97,254077.53,
ROCK,2011,37933.07,265019.93,
ROCK,2012,36821.0,291435.0,102.0
ROCK,2013,40339.27,286904.73,
ROCK,2014,41542.37,297847.13,
ROCK,2015,42745.47,308789.53,
ROCK,2016,43948.57,319731.93,
ROCK,2017,49782.0,299729.0,
ROCK,2018,46354.77,341616.73,
ROCK,2019,47557.87,352559.13,
ROCK,2020,48760.97,363501.53,
ROCK,2021,49964.07,374443.93,
ROCK,2022,48852.0,400859.0,
ROCK,2023,52370.27,396328.73,
ROSEAU,2010,533.3,3961.57,232935.2
ROSEAU,2011,555.4,4434.87,235801.6
ROSEAU,2012,667.0,8529.0,238668.0
ROSEAU,2013,599.6,5381.47,241534.4
ROSEAU,2014,621.7,5854.77,244400.8
ROSEAU,2015,643.8,6328.07,247267.2
ROSEAU,2016,665.9,6801.37,250133.6
ROSEAU,2017,509.0,33.0,253000.0
ROSEAU,2018,710.1,7747.97,255866.4
ROSEAU,2019,732.2,8221.27,258732.8
ROSEAU,2020,754.3,8694.57,261599.2
ROSEAU,2021,776.4,9167.87,264465.6
ROSEAU,2022,888.0,13262.0,267332.0
ROSEAU,2023,820.6,10114.47,270198.4
SCOTT,2010,5898.97,,227.4
SCOTT,2011,5592.07,,215.2
SCOTT,2012,5085.0,15487.0,226.0
SCOTT,2013,4978.27,,190.8
SCOTT,2014,4671.37,,178.6
SCOTT,2015,4364.47,,166.4
SCOTT,2016,4057.57,,154.2
SCOTT,2017,4151.0,,96.0
SCOTT,2018,3443.77,,129.8
SCOTT,2019,3136.87,,117.6
SCOTT,2020,2829.97,,105.4
SCOTT,2021,2523.07,,93.2
SCOTT,2022,2016.0,,104.0
SCOTT,2023,1909.27,,68.8
SHERBURNE,2010,6298.17,,63.9
SHERBURNE,2011,6101.67,,63.2
SHERBURNE,2012,6280.0,8635.0,74.0
SHERBURNE,2013,5708.67,,61.8
SHERBURNE,2014,5512.17,,61.1
SHERBURNE,2015,5315.67,,60.4
SHERBURNE,2016,5119.17,,59.7
SHERBURNE,2017,4173.0,,36.0
SHERBURNE,2018,4726.17,,58.3
SHERBURNE,2019,4529.67,,57.6
SHERBURNE,2020,4333.17,,56.9
SHERBURNE,2021,4136.67,,56.2
SHERBURNE,2022,4315.0,,67.0
SHERBURNE,2023,3743.67,,54.8
SIBLEY,2010,12575.43,115047.13,67.6
SIBLEY,2011,12112.13,112503.73,68.3
SIBLEY,2012,9901.0,105238.0,69.0
SIBLEY,2013,11185.53,107416.93,69.7
SIBLEY,2014,10722.23,104873.53,70.4
SIBLEY,2015,10258.93,102330.13,71.1
SIBLEY,2016,9795.63,99786.73,71.8
SIBLEY,2017,12828.0,106688.0,72.5
SIBLEY,2018,8869.03,94699.93,73.2
SIBLEY,2019,8405.73,92156.53,73.9
SIBLEY,2020,7942.43,89613.13,74.6
SIBLEY,2021,7479.13,87069.73,75.3
SIBLEY,2022,5268.0,79804.0,76.0
SIBLEY,2023,6552.53,81982.93,76.7
ST. LOUIS,2010,,388.33,437.9
ST. LOUIS,2011,,377.33,410.2
ST. LOUIS,2012,,376.0,342.0
ST. LOUIS,2013,,355.33,354.8
ST. LOUIS,2014,,344.33,327.1
ST. LOUIS,2015,,333.33,299.4
ST. LOUIS,2016,,322.33,271.7
ST. LOUIS,2017,,292.0,325.0
ST. LOUIS,2018,,300.33,216.3
ST. LOUIS,2019,,289.33,188.6
ST. LOUIS,2020,,278.33,160.9
ST. LOUIS,2021,,267.33,133.2
ST. LOUIS,2022,118.0,266.0,65.0
ST. LOUIS,2023,,245.33,77.8
STEARNS,2010,39139.7,117122.17,2771199.1
STEARNS,2011,39305.6,112771.67,2707096.8
STEARNS,2012,40914.0,109402.0,2437174.0
STEARNS,2013,39637.4,104070.67,2578892.2
STEARNS,2014,39803.3,99720.17,2514789.9
STEARNS,2015,39969.2,95369.67,2450687.6
STEARNS,2016,40135.1,91019.17,2386585.3
STEARNS,2017,37416.0,84707.0,2734124.0
STEARNS,2018,40466.9,82318.17,2258380.7
STEARNS,2019,40632.8,77967.67,2194278.4
STEARNS,2020,40798.7,73617.17,2130176.1
STEARNS,2021,40964.6,69266.67,2066073.8
STEARNS,2022,42573.0,65897.0,1796151.0
STEARNS,2023,41296.4,60565.67,1937869.2
STEELE,2010,774.77,177787.07,471262.5
STEELE,2011,805.47,172650.87,448670.0
STEELE,2012,678.0,167773.0,416487.0
STEELE,2013,866.87,162378.47,403485.0
STEELE,2014,897.57,157242.27,380892.5
STEELE,2015,928.27,152106.07,358300.0
STEELE,2016,958.97,146969.87,335707.5
STEELE,2017,1306.0,141317.0,332296.0
STEELE,2018,1020.37,136697.47,290522.5
STEELE,2019,1051.07,131561.27,267930.0
STEELE,2020,1081.77,126425.07,245337.5
STEELE,2021,1112.47,121288.87,222745.0
STEELE,2022,985.0,116411.0,190562.0
STEELE,2023,1173.87,111016.47,177560.0
STEVENS,2010,13062.0,172457.33,
STEVENS,2011,12979.0,174787.33,
STEVENS,2012,11844.0,186865.0,
STEVENS,2013,12813.0,179447.33,
STEVENS,2014,12730.0,181777.33,
STEVENS,2015,12647.0,184107.33,
STEVENS,2016,12564.0,186437.33,
STEVENS,2017,14585.0,169272.0,
STEVENS,2018,12398.0,191097.33,
STEVENS,2019,12315.0,193427.33,
STEVENS,2020,12232.0,195757.33,
STEVENS,2021,12149.0,198087.33,
STEVENS,2022,11014.0,210165.0,
STEVENS,2023,11983.0,202747.33,
SWIFT,2010,3781.17,8943.27,2027183.77
SWIFT,2011,3834.67,10301.47,1954891.47
SWIFT,2012,3871.0,13116.0,1942920.0
SWIFT,2013,3941.67,13017.87,1810306.87
SWIFT,2014,3995.17,14376.07,1738014.57
SWIFT,2015,4048.67,15734.27,1665722.27
SWIFT,2016,4102.17,17092.47,1593429.97
SWIFT,2017,4190.0,15538.0,1400496.0
SWIFT,2018,4209.17,19808.87,1448845.37
SWIFT,2019,4262.67,21167.07,1376553.07
SWIFT,2020,4316.17,22525.27,1304260.77
SWIFT,2021,4369.67,23883.47,1231968.47
SWIFT,2022,4406.0,26698.0,1219997.0
SWIFT,2023,4476.67,26599.87,1087383.87
TODD,2010,4663.43,15179.2,1905728.9
TODD,2011,4718.13,14519.6,1829783.2
TODD,2012,4678.0,13771.0,1991295.0
TODD,2013,4827.53,13200.4,1677891.8
TODD,2014,4882.23,12540.8,1601946.1
TODD,2015,4936.93,11881.2,1526000.4
TODD,2016,4991.63,11221.6,1450054.7
TODD,2017,5236.0,10740.0,899194.0
TODD,2018,5101.03,9902.4,1298163.3
TODD,2019,5155.73,9242.8,1222217.6
TODD,2020,5210.43,8583.2,1146271.9
TODD,2021,5265.13,7923.6,1070326.2
TODD,2022,5225.0,7175.0,1231838.0
TODD,2023,5374.53,6604.4,918434.8
TRAVERSE,2010,2612.8,24669.93,
TRAVERSE,2011,2550.4,24221.13,
TRAVERSE,2012,1863.0,16966.0,
TRAVERSE,2013,2425.6,23323.53,
TRAVERSE,2014,2363.2,22874.73,
TRAVERSE,2015,2300.8,22425.93,
TRAVERSE,2016,2238.4,21977.13,
TRAVERSE,2017,3426.0,35141.0,
TRAVERSE,2018,2113.6,21079.53,
TRAVERSE,2019,2051.2,20630.73,
TRAVERSE,2020,1988.8,20181.93,
TRAVERSE,2021,1926.4,19733.13,
TRAVERSE,2022,1239.0,12478.0,
TRAVERSE,2023,1801.6,18835.53,
WABASHA,2010,6787.3,-2044.93,21.4
WABASHA,2011,6722.4,1176.87,21.7
WABASHA,2012,6849.0,8851.0,22.0
WABASHA,2013,6592.6,7620.47,22.3
WABASHA,2014,6527.7,10842.27,22.6
WABASHA,2015,6462.8,14064.07,22.9
WABASHA,2016,6397.9,17285.87,23.2
WABASHA,2017,5950.0,11603.0,23.5
WABASHA,2018,6268.1,23729.47,23.8
WABASHA,2019,6203.2,26951.27,24.1
WABASHA,2020,6138.3,30173.07,24.4
WABASHA,2021,6073.4,33394.87,24.7
WABASHA,2022,6200.0,41069.0,25.0
WABASHA,2023,5943.6,39838.47,25.3
WADENA,2010,-444.0,6412.97,
WADENA,2011,-354.0,5808.07,
WADENA,2012,-264.0,6202.0,52805.0
WADENA,2013,-174.0,4598.27,
WADENA,2014,-84.0,3993.37,
WADENA,2015,6.0,3388.47,
WADENA,2016,96.0,2783.57,
WADENA,2017,186.0,181.0,
WADENA,2018,276.0,1573.77,
WADENA,2019,366.0,968.87,
WADENA,2020,456.0,363.97,
WADENA,2021,546.0,-240.93,
WADENA,2022,636.0,153.0,
WADENA,2023,726.0,-1450.73,
WASECA,2010,6367.13,263463.77,202032.4
WASECA,2011,6226.73,260694.47,207817.2
WASECA,2012,5523.0,243998.0,123857.0
WASECA,2013,5945.93,255155.87,219386.8
WASECA,2014,5805.53,252386.57,225171.6
WASECA,2015,5665.13,249617.27,230956.4
WASECA,2016,5524.73,246847.97,236741.2
WASECA,2017,6511.0,271933.0,422016.0
WASECA,2018,5243.93,241309.37,248310.8
WASECA,2019,5103.53,238540.07,254095.6
WASECA,2020,4963.13,235770.77,259880.4
WASECA,2021,4822.73,233001.47,265665.2
WASECA,2022,4119.0,216305.0,181705.0
WASECA,2023,4541.93,227462.87,277234.8
WASHINGTON,2010,532.2,100.53,
WASHINGTON,2011,518.6,115.93,
WASHINGTON,2012,457.0,184.0,
WASHINGTON,2013,491.4,146.73,
WASHINGTON,2014,477.8,162.13,
WASHINGTON,2015,464.2,177.53,
WASHINGTON,2016,450.6,192.93,
WASHINGTON,2017,533.0,103.0,
WASHINGTON,2018,423.4,223.73,
WASHINGTON,2019,409.8,239.13,
WASHINGTON,2020,396.2,254.53,
WASHINGTON,2021,382.6,269.93,
WASHINGTON,2022,321.0,338.0,
WASHINGTON,2023,355.4,300.73,
WATONWAN,2010,,225726.27,
WATONWAN,2011,,232261.47,
WATONWAN,2012,,183618.0,
WATONWAN,2013,,245331.87,
WATONWAN,2014,,251867.07,
WATONWAN,2015,,258402.27,
WATONWAN,2016,,264937.47,
WATONWAN,2017,,381830.0,
WATONWAN,2018,,278007.87,
WATONWAN,2019,,284543.07,
WATONWAN,2020,,291078.27,
WATONWAN,2021,,297613.47,
WATONWAN,2022,3779.0,248970.0,
WATONWAN,2023,,310683.87,
WILKIN,2010,,84.4,
WILKIN,2011,,79.2,
WILKIN,2012,,74.0,
WILKIN,2013,,68.8,
WILKIN,2014,,63.6,
WILKIN,2015,,58.4,
WILKIN,2016,,53.2,
WILKIN,2017,,48.0,
WILKIN,2018,,42.8,
WILKIN,2019,,37.6,
WILKIN,2020,,32.4,
WILKIN,2021,,27.2,
WILKIN,2022,238.0,22.0,
WILKIN,2023,,16.8,
WINONA,2010,8849.77,55168.7,
WINONA,2011,8673.47,57054.6,
WINONA,2012,7881.0,36935.0,
WINONA,2013,8320.87,60826.4,
WINONA,2014,8144.57,62712.3,
WINONA,2015,7968.27,64598.2,
WINONA,2016,7791.97,66484.1,
WINONA,2017,8848.0,112381.0,
WINONA,2018,7439.37,70255.9,
WINONA,2019,7263.07,72141.8,
WINONA,2020,7086.77,74027.7,
WINONA,2021,6910.47,75913.6,
WINONA,2022,6118.0,55794.0,
WINONA,2023,6557.87,79685.4,
WRIGHT,2010,9259.53,3611.6,382.4
WRIGHT,2011,9089.93,3597.8,372.2
WRIGHT,2012,9373.0,4819.0,362.0
WRIGHT,2013,8750.73,3570.2,351.8
WRIGHT,2014,8581.13,3556.4,341.6
WRIGHT,2015,8411.53,3542.6,331.4
WRIGHT,2016,8241.93,3528.8,321.2
WRIGHT,2017,7167.0,1045.0,311.0
WRIGHT,2018,7902.73,3501.2,300.8
WRIGHT,2019,7733.13,3487.4,290.6
WRIGHT,2020,7563.53,3473.6,280.4
WRIGHT,2021,7393.93,3459.8,270.2
WRIGHT,2022,7677.0,4681.0,260.0
WRIGHT,2023,7054.73,3432.2,249.8
YELLOW MEDICINE,2010,14597.43,100631.3,
YELLOW MEDICINE,2011,13823.13,110014.4,
YELLOW MEDICINE,2012,10879.0,120257.0,203028.0
YELLOW MEDICINE,2013,12274.53,128780.6,
YELLOW MEDICINE,2014,11500.23,138163.7,
YELLOW MEDICINE,2015,10725.93,147546.8,
YELLOW MEDICINE,2016,9951.63,156929.9,
YELLOW MEDICINE,2017,13517.0,164594.0,
YELLOW MEDICINE,2018,8403.03,175696.1,
YELLOW MEDICINE,2019,7628.73,185079.2,
YELLOW MEDICINE,2020,6854.43,194462.3,
YELLOW MEDICINE,2021,6080.13,203845.4,
YELLOW MEDICINE,2022,3136.0,214088.0,
YELLOW MEDICINE,2023,4531.53,222611.6,
