State,County,ANSI,Ag District,Ag District Code,Year,CORN - ACRES PLANTED,"CORN, GRAIN - ACRES HARVESTED","CORN, GRAIN - PRODUCTION, MEASURED IN BU","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","CORN, SILAGE - ACRES HARVESTED","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SOYBEANS - ACRES HARVESTED,SOYBEANS - ACRES PLANTED,"SOYBEANS - PRODUCTION, MEASURED IN BU","SOYBEANS - YIELD, MEASURED IN BU / ACRE",SUGARBEETS - ACRES HARVESTED,SUGARBEETS - ACRES PLANTED,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","SUGARBEETS - SUCROSE, MEASURED IN PCT","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE"
MINNESOTA,ROSEAU,27135,NORTHWEST,10,2012,16200,15000,1881000,125.4,1190,18000,15,141700,142500,4584000,32.4,,,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2012,198000,196000,33400000,170.5,,,,154000,155000,7810000,50.7,,,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2012,168000,158000,25000000,158.4,,,,116300,117000,5023000,43.2,,,,,
MINNESOTA,FARIBAULT,27043,SOUTH CENTRAL,80,2012,220000,217000,38400000,177,,,,162100,163000,8523000,52.6,,,,,
MINNESOTA,FREEBORN,27047,SOUTH CENTRAL,80,2012,213000,209000,36200000,173.1,1630,22500,14,127700,128500,6122000,47.9,,,,,
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2012,97000,95000,15400000,162.1,950,16300,17,73700,74700,3569000,48.4,,,,,
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2012,228000,225000,38400000,170.7,,,,149200,150000,7308000,49,,,,,
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2012,132000,127000,20300000,160.1,3770,80000,21,74800,75600,3081000,41.2,,,,,
MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2012,96000,91000,16900000,186.1,,,,64100,64600,3380000,52.7,,,,,
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2012,126000,123000,21800000,176.8,1590,34600,22,68000,68400,3419000,50.3,,,,,
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2012,127000,123000,22100000,180.1,,,,79900,80400,4122000,51.6,,,,,
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2012,140000,138000,24000000,174.2,580,11700,20,94200,94800,4610000,48.9,,,,,
MINNESOTA,DAKOTA,27037,SOUTHEAST,90,2012,92200,80700,13800000,171,,,,43800,44400,1938000,44.2,,,,,
MINNESOTA,DODGE,27039,SOUTHEAST,90,2012,134000,129000,25100000,194.5,3970,98000,24.5,77400,77900,4198000,54.2,,,,,
MINNESOTA,FILLMORE,27045,SOUTHEAST,90,2012,197000,183000,31300000,171.1,,,,81000,81300,4247000,52.4,,,,,
MINNESOTA,GOODHUE,27049,SOUTHEAST,90,2012,168000,161000,30000000,186.6,,,,84100,85500,4486000,53.3,,,,,
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2012,63000,56300,9646000,171.3,,,,27000,27100,1456000,53.9,,,,,
MINNESOTA,MOWER,27099,SOUTHEAST,90,2012,222000,218000,36400000,167.1,,,,136500,137000,6228000,45.6,,,,,
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2012,131000,126000,23300000,184.8,,,,64600,65000,3413000,52.8,,,,,
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2012,102000,90000,16900000,187.4,11800,263000,22.5,34200,34300,1869000,54.6,,,,,
MINNESOTA,WINONA,27169,SOUTHEAST,90,2012,90800,75000,13300000,177.5,15600,330000,21,26400,26500,1403000,53.1,,,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2012,177000,175000,27400000,156.7,1130,23000,20.5,150500,151500,6679000,44.4,,,,,
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2012,201000,200000,35400000,177.2,,,,169500,170500,8138000,48,,,,,
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2012,127000,122000,17500000,143.8,,,,96500,97200,3883000,40.2,,,,,
MINNESOTA,LYON,27083,SOUTHWEST,70,2012,199000,193000,29500000,152.6,,,,145600,146500,6185000,42.5,,,,,
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2012,185000,177000,26700000,150.7,,,,163500,164500,7475000,45.7,,,,,
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2012,207000,196000,30500000,155.5,,,,172500,173500,8132000,47.1,,,,,
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2012,124000,101000,14500000,143.6,,,,86400,86900,3537000,40.9,,,,,
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2012,251000,244000,40000000,164.1,,,,198300,201500,9031000,45.5,,,,,
MINNESOTA,ROCK,27133,SOUTHWEST,70,2012,148000,140000,22000000,156.8,,,,99200,99900,4565000,46,,,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2012,104000,101000,16400000,162.9,,,,109300,110000,4816000,44.1,,,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2012,157000,154000,27600000,179.5,1640,38400,23.5,89400,89900,4257000,47.6,33800,33900,849000,17.84,25.1
MINNESOTA,DOUGLAS,27041,WEST CENTRAL,40,2012,72000,69000,11500000,166.4,,,,71300,72000,2923000,41,,,,,
MINNESOTA,GRANT,27051,WEST CENTRAL,40,2012,131000,129000,23600000,183,,,,100900,101500,4515000,44.7,9900,10000,263000,19.05,26.6
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2012,182000,179000,26800000,149.5,,,,164000,165000,7093000,43.3,,,,,
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2012,179000,165000,24800000,150.1,,,,150100,151000,5806000,38.7,3800,3800,93300,19,24.6
MINNESOTA,POPE,27121,WEST CENTRAL,40,2012,122000,116000,20300000,174.9,,,,80600,81100,3705000,46,3000,3000,82000,17.21,27.3
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2012,150000,140000,26100000,186.3,9680,218000,22.5,104900,105500,4951000,47.2,5400,5500,162000,17.98,30
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2012,202000,193000,35300000,182.8,8320,196000,23.5,113300,114000,5318000,46.9,7400,7400,198000,17.8,26.8
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2012,141000,138000,25100000,181.9,,,,141100,142000,6801000,48.2,8600,8600,235000,18.85,27.3
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2012,106000,105000,17500000,166.2,,,,159000,160000,6637000,41.7,50400,50500,1303000,19.25,25.9
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2012,206000,200000,29300000,146.5,,,,160100,161000,6633000,41.4,3700,3800,92200,17.7,24.9
MINNESOTA,BENTON,27009,CENTRAL,50,2013,62500,52900,5009000,94.7,,,,26400,26800,672000,25.5,,,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2013,63000,58000,8906000,153.6,3700,66000,18,33100,33400,1380000,41.7,,,,,
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2013,184000,178200,30100000,168.8,,,,84700,85500,3990000,47.1,7620,13100,228000,16.38,29.9
MINNESOTA,MCLEOD,27085,CENTRAL,50,2013,130000,125900,20300000,161.2,2300,30300,13,72800,74700,3151000,43.3,2020,2400,50800,16.33,25.1
MINNESOTA,MEEKER,27093,CENTRAL,50,2013,138000,133500,20600000,154.4,,,,88400,89300,3860000,43.7,1660,3600,55300,16.41,33.3
MINNESOTA,MORRISON,27097,CENTRAL,50,2013,102000,67800,5926000,87.4,32300,412000,13,25900,26700,546000,21.1,,,,,
MINNESOTA,RENVILLE,27129,CENTRAL,50,2013,288000,285000,49400000,173.4,,,,167200,169000,8245000,49.3,27900,37800,818000,16.32,29.3
MINNESOTA,SCOTT,27139,CENTRAL,50,2013,38000,36100,5899000,163.4,1300,22700,17.5,27000,27300,1115000,41.3,,,,,
MINNESOTA,SHERBURNE,27141,CENTRAL,50,2013,35000,32600,4314000,132.3,1400,24200,17.5,14400,14700,429000,29.8,,,,,
MINNESOTA,SIBLEY,27143,CENTRAL,50,2013,181000,176000,28300000,160.9,,,,90400,91500,4250000,47,3120,3300,85100,16.09,27.3
MINNESOTA,STEARNS,27145,CENTRAL,50,2013,240500,195000,26000000,133.5,42500,586000,14,82900,83800,2644000,31.9,2780,3200,80800,15.67,29.1
MINNESOTA,TODD,27153,CENTRAL,50,2013,78000,56100,5299000,94.5,,,,39000,39500,915000,23.5,,,,,
MINNESOTA,WADENA,27159,CENTRAL,50,2013,25500,20600,2288000,111.1,4500,45700,10,7400,7700,250000,33.8,,,,,
MINNESOTA,WRIGHT,27171,CENTRAL,50,2013,85500,82300,10700000,129.7,,,,66400,67100,2399000,36.1,,,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2013,3000,2200,163300,74.2,,,,,,,,,,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2013,8500,7700,808000,104.9,,,,3330,3400,73400,22,,,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2013,1300,280,43700,156.1,900,8800,9.8,,,,,,,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2013,32000,30000,3760000,125.3,,,,23000,23200,556000,24.2,,,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2013,,,,,2350,15600,6.6,,,,,,,,,
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2013,14600,13800,2135000,154.7,,,,11800,12000,415000,35.2,,,,,
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2013,41900,41000,4596000,112.1,,,,23600,23900,600000,25.4,,,,,
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2013,26000,21700,2293000,105.7,4200,40800,9.7,15900,16100,441000,27.7,,,,,
MINNESOTA,PINE,27115,EAST CENTRAL,60,2013,24300,16100,2020000,125.5,8000,93000,11.5,16300,16600,459000,28.2,,,,,
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2013,23100,22500,2902000,129,480,4100,8.5,12400,12500,325000,26.2,,,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2013,5600,3000,380000,126.7,,,,,,,,,,,,
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2013,11300,10600,1550000,146.2,,,,,,,,,,,,
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2013,2700,1000,143000,143,,,,,,,,,,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2013,68000,62600,8016000,128.1,5000,73000,14.5,83100,83900,2894000,34.8,6400,6400,165000,16.62,25.8
MINNESOTA,CLAY,27027,NORTHWEST,10,2013,158000,145700,20100000,138.2,,,,179200,181500,6469000,36.1,45200,46500,1157000,16.87,25.6
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2013,,,,,,,,18400,18600,512000,27.8,,,,,
MINNESOTA,KITTSON,27069,NORTHWEST,10,2013,,,,,1800,34800,19.5,118800,120000,4766000,40.1,28700,28800,722000,17.56,25.2
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2013,55000,53200,7014000,131.8,1500,27200,18,67200,67900,2307000,34.3,2600,2600,58800,15.76,22.6
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2013,51000,49700,6499000,130.8,,,,234500,237000,8317000,35.5,45900,46100,1106000,17.91,24.1
MINNESOTA,NORMAN,27107,NORTHWEST,10,2013,127500,126500,15200000,119.9,,,,162900,164500,5341000,32.8,39600,39700,1026000,16.71,25.9
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2013,,,,,,,,108000,109000,3574000,33.1,,,,,
MINNESOTA,POLK,27119,NORTHWEST,10,2013,120000,117900,14200000,120.4,,,,279000,283000,10200000,36.6,92700,93000,2409000,17.31,26
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2013,26000,23000,2797000,121.6,2400,44100,18.5,76900,77600,2492000,32.4,,,,,
MINNESOTA,ROSEAU,27135,NORTHWEST,10,2013,23200,21000,2919000,139,2050,33900,16.5,106000,107000,3759000,35.5,,,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2013,203000,199500,37000000,185.2,540,6000,11,136100,139500,6721000,49.4,,,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2013,173000,164200,28000000,170.8,,,,110500,111500,5208000,47.1,,,,,
MINNESOTA,FARIBAULT,27043,SOUTH CENTRAL,80,2013,207000,200000,35200000,176,1150,21500,18.5,136700,139000,6192000,45.3,,,,,
MINNESOTA,FREEBORN,27047,SOUTH CENTRAL,80,2013,150000,144200,22800000,157.8,,,,84300,86700,3609000,42.8,,,,,
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2013,93500,90200,14800000,164.2,,,,72200,73000,3235000,44.8,,,,,
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2013,236500,228500,42900000,187.8,,,,143100,144500,7229000,50.5,,,,,
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2013,136000,132500,23100000,174,,,,70900,71600,3697000,52.1,,,,,
MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2013,81500,76500,12900000,168.5,4700,97000,20.5,60100,60700,2489000,41.4,,,,,
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2013,79000,75600,11900000,157.4,2000,34000,17,59000,59700,2624000,44.5,,,,,
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2013,109000,105800,18200000,171.6,,,,68300,69100,3303000,48.4,,,,,
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2013,139500,138000,26200000,189.9,630,9800,15.5,91800,92700,4915000,53.5,,,,,
MINNESOTA,DAKOTA,27037,SOUTHEAST,90,2013,83500,74200,11700000,158,,,,42200,42600,1638000,38.8,,,,,
MINNESOTA,DODGE,27039,SOUTHEAST,90,2013,90500,86300,14200000,164,4000,75000,19,71700,72300,3373000,47,,,,,
MINNESOTA,FILLMORE,27045,SOUTHEAST,90,2013,157500,144700,24900000,171.9,,,,70800,71700,3182000,44.9,,,,,
MINNESOTA,GOODHUE,27049,SOUTHEAST,90,2013,147500,133300,24200000,181.5,,,,78100,78700,3840000,49.2,,,,,
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2013,58500,49200,7529000,153,,,,27100,28300,1137000,42,,,,,
MINNESOTA,MOWER,27099,SOUTHEAST,90,2013,127000,123800,19100000,154.5,,,,120600,121500,5061000,42,,,,,
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2013,84500,80500,14100000,175.3,,,,50100,50500,2351000,46.9,,,,,
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2013,87000,79400,13800000,174.1,7400,160000,21.5,32000,32800,1527000,47.7,,,,,
MINNESOTA,WINONA,27169,SOUTHEAST,90,2013,78000,65600,11400000,173.6,,,,25400,25600,1226000,48.3,,,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2013,184500,181700,31000000,170.5,900,18900,21,143100,144500,7081000,49.5,,,,,
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2013,202500,200000,35000000,175.2,,,,163100,165000,7690000,47.1,,,,,
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2013,128000,124500,19600000,157.8,,,,100000,101000,4417000,44.2,,,,,
MINNESOTA,LYON,27083,SOUTHWEST,70,2013,203500,199000,29900000,150.1,,,,143600,145000,6585000,45.9,,,,,
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2013,192000,186100,32800000,176.2,,,,157800,159500,8070000,51.1,,,,,
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2013,220500,210500,35500000,168.8,,,,161100,163000,7810000,48.5,,,,,
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2013,124000,116200,19200000,165,,,,82900,83700,4163000,50.2,,,,,
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2013,256000,252000,42000000,166.5,,,,192600,194500,9320000,48.4,4640,5500,138000,16.31,29.7
MINNESOTA,ROCK,27133,SOUTHWEST,70,2013,149000,141000,25400000,180.1,,,,98800,99800,5211000,52.7,,,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2013,107000,105900,15200000,143.1,,,,105400,106500,4126000,39.1,,,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2013,167500,165500,29100000,175.6,,,,87700,88500,4345000,49.5,22100,31100,614000,16.41,27.8
MINNESOTA,DOUGLAS,27041,WEST CENTRAL,40,2013,72500,69600,9815000,141,,,,68900,69700,2227000,32.3,,,,,
MINNESOTA,GRANT,27051,WEST CENTRAL,40,2013,133500,131900,21200000,160.3,,,,94000,94900,3655000,38.9,12400,12400,307000,16.55,24.8
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2013,190500,187800,31900000,169.7,,,,164600,166500,7889000,47.9,,,,,
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2013,203000,185500,26000000,140.2,16500,226000,13.5,152500,155500,5023000,32.9,2820,2900,71900,15.55,25.5
MINNESOTA,POPE,27121,WEST CENTRAL,40,2013,129500,125600,19000000,150.9,,,,78000,79100,2957000,37.9,1790,2200,49300,16.14,27.5
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2013,159500,147300,23400000,158.7,11700,228000,19.5,96400,97300,4042000,41.9,4630,6000,127000,16.52,27.4
