State,County,ANSI,Ag District,Ag District Code,Year,Total Class 2a Tillable Acres,Total Estimated Value,Estimated Value Per Acre
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2021,20353,317702420,15609
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2022,29552,580945100,19658
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2023,28570,578249300,20239
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2010,161346,433167947,2684
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2011,161104,489497802,3038
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2012,160872,568516761,3533
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2013,160866,737647719,4585
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2014,160715,851635473,5299
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2015,160569,817070437,5088
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2016,160169,770242729,4808
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2017,159360,800478370,5023
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2018,158638,797691000,5028
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2019,158359,795600911,5024
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2020,157913,837288300,5302
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2021,149517,788048949,5270
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2022,148857,901919400,6058
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2023,147762,993785500,6725
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2010,55328,111468338,2014
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2011,55844,112954053,2022
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2012,56695,125564154,2214
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2013,56344,125386969,2225
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2014,56748,131740417,2321
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2015,56928,133970264,2353
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2016,56961,113843050,1998
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2017,57041,120671209,2115
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2018,56803,120234100,2116
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2019,57095,124858005,2186
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2020,57184,125239100,2190
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2021,57202,125641132,2196
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2022,59771,147561300,2468
MINNESOTA,HUBBARD,27057,NORTH CENTRAL,20,2023,59653,163609900,2742
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2010,103696,445100200,4292
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2011,101180,350041600,3459
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2012,97572,313305500,3211
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2013,96283,284663900,2956
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2014,96396,320201800,3321
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2015,95971,326771200,3404
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2016,92441,316715200,3426
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2017,92465,327693700,3543
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2018,92484,328482200,3551
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2019,92272,333755100,3617
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2020,91373,348853600,3817
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2021,90844,386140700,4250
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2022,89831,469871600,5230
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2023,88393,527163400,5963
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2010,27892,39884700,1429
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2011,27972,40014200,1430
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2012,28131,40177400,1428
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2013,28223,33202700,1176
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2014,27968,36164100,1293
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2015,27394,35441000,1293
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2016,27573,33890800,1229
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2017,27402,34286800,1251
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2018,27574,33289200,1207
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2019,26993,33378500,1236
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2020,25001,30924200,1236
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2021,24388,31828600,1305
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2022,23463,40261800,1715
MINNESOTA,ITASCA,27061,NORTH CENTRAL,20,2023,23350,40866900,1750
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2010,375383,1629577462,4341
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2011,375109,1791129580,4774
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2012,374868,2237732128,5969
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2013,374922,3133279004,8357
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2014,374362,2985394855,7974
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2015,373001,2923936334,7838
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2016,372599,2920671650,7838
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2017,372325,2795455953,7508
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2018,372240,2588947000,6955
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2019,372069,2429512309,6529
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2020,371834,2405062400,6468
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2021,371000,2400983127,6471
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2022,370805,2949831200,7955
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2023,370699,4001313800,10793
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2010,67905,105104816,1547
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2011,67566,101077933,1495
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2012,66824,96715281,1447
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2013,67164,105599524,1572
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2014,67049,118158248,1762
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2015,67000,120268255,1795
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2016,66611,115060260,1727
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2017,65691,115803077,1762
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2018,64745,111583400,1723
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2019,62232,105498940,1695
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2020,61540,104336300,1695
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2021,60561,106894182,1765
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2022,60258,151365000,2511
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2023,59539,200575700,3368
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2010,350859,1232947947,3514
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2011,350508,1318931930,3762
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2012,350902,1620237530,4617
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2013,350016,1940328277,5543
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2014,349613,2182381424,6242
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2015,337860,2241614878,6634
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2016,349077,2105607581,6031
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2017,336675,2050253000,6089
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2018,335792,1974029600,5878
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2019,334238,1957404100,5856
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2020,332955,1875214600,5632
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2021,332630,1873054300,5631
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2022,332169,2242667100,6751
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2023,331556,2821460000,8509
MINNESOTA,KITTSON,27069,NORTHWEST,10,2010,463060,508980176,1099
MINNESOTA,KITTSON,27069,NORTHWEST,10,2011,463069,511962742,1105
MINNESOTA,KITTSON,27069,NORTHWEST,10,2012,462889,607376022,1312
MINNESOTA,KITTSON,27069,NORTHWEST,10,2013,462859,780302364,1685
MINNESOTA,KITTSON,27069,NORTHWEST,10,2014,462955,867201100,1873
MINNESOTA,KITTSON,27069,NORTHWEST,10,2015,462673,866884312,1873
MINNESOTA,KITTSON,27069,NORTHWEST,10,2016,462386,865932706,1872
MINNESOTA,KITTSON,27069,NORTHWEST,10,2017,462527,922930218,1995
MINNESOTA,KITTSON,27069,NORTHWEST,10,2018,462180,922229700,1995
MINNESOTA,KITTSON,27069,NORTHWEST,10,2019,461300,921319494,1997
MINNESOTA,KITTSON,27069,NORTHWEST,10,2020,461306,921316800,1997
MINNESOTA,KITTSON,27069,NORTHWEST,10,2021,459486,920716727,2003
MINNESOTA,KITTSON,27069,NORTHWEST,10,2022,460528,1070839000,2325
MINNESOTA,KITTSON,27069,NORTHWEST,10,2023,458988,1103105500,2403
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2010,5796,3991500,688
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2011,6519,4504100,690
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2012,6527,4509100,690
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2013,6403,4424800,691
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2014,6534,4517100,691
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2015,6551,4532300,691
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2016,12674,8815700,695
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2017,15659,10957900,699
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2018,15118,11000200,727
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2019,15156,10605600,699
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2020,15003,10498100,699
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2021,14799,10356100,699
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2022,14799,10379200,701
MINNESOTA,KOOCHICHING,27071,NORTH CENTRAL,20,2023,14890,14137100,949
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2010,381713,1174127400,3075
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2011,381639,1173959300,3076
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2012,381731,1345171400,3523
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2013,381464,1952293800,5117
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2014,381243,2339344100,6136
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2015,380975,2135196800,5604
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2016,380407,1977888400,5199
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2017,380280,1829183200,4810
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2018,379645,1951371300,5139
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2019,378327,1899460200,5020
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2020,378033,1899523600,5024
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2021,377808,1894196500,5013
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2022,377621,2080958700,5510
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2023,377471,2506760100,6640
MINNESOTA,LAKE,27075,NORTHEAST,30,2010,690,1174600,1702
MINNESOTA,LAKE,27075,NORTHEAST,30,2011,599,951900,1589
MINNESOTA,LAKE,27075,NORTHEAST,30,2012,611,917500,1501
MINNESOTA,LAKE,27075,NORTHEAST,30,2013,611,813800,1331
MINNESOTA,LAKE,27075,NORTHEAST,30,2014,611,813800,1331
MINNESOTA,LAKE,27075,NORTHEAST,30,2015,444,568700,1280
MINNESOTA,LAKE,27075,NORTHEAST,30,2016,455,598900,1316
MINNESOTA,LAKE,27075,NORTHEAST,30,2017,434,564500,1300
MINNESOTA,LAKE,27075,NORTHEAST,30,2018,293,404700,1381
MINNESOTA,LAKE,27075,NORTHEAST,30,2019,293,419900,1433
MINNESOTA,LAKE,27075,NORTHEAST,30,2020,293,437500,1493
MINNESOTA,LAKE,27075,NORTHEAST,30,2021,295,533800,1809
MINNESOTA,LAKE,27075,NORTHEAST,30,2022,295,571300,1936
MINNESOTA,LAKE,27075,NORTHEAST,30,2023,234,626300,2676
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2010,74017,46512200,628
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2011,73651,46801900,635
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2012,71725,45830900,638
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2013,68216,44459400,651
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2014,64307,50860600,790
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2015,63968,53526900,836
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2016,62145,51532087,829
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2017,61548,46061400,748
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2018,62113,47911300,771
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2019,62039,56644000,913
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2020,61855,55184800,892
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2021,62022,55310100,891
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2022,62155,83454400,1342
MINNESOTA,LAKE OF THE WOODS,27077,NORTH CENTRAL,20,2023,62342,83654600,1341
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2010,195664,947655325,4843
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2011,195367,946281568,4843
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2012,194679,1111367779,5708
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2013,194389,1317393091,6777
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2014,194209,1344701890,6923
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2015,193328,1340008438,6931
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2016,192906,1337505363,6933
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2017,191812,1327015185,6918
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2018,190908,1324955800,6940
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2019,190047,1319123696,6941
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2020,189381,1312609500,6931
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2021,189029,1310421581,6932
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2022,188801,1403085200,7431
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2023,188162,1711914100,9098
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2010,272399,787511992,2891
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2011,272706,905203170,3319
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2012,272663,1074448873,3940
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2013,272629,1450013377,5318
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2014,272482,1667429040,6119
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2015,272562,1751219442,6425
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2016,271800,1746721032,6426
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2017,270249,1300385500,4811
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2018,270134,1299897500,4812
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2019,269881,1428791000,5294
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2020,269219,1211011200,4498
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2021,269057,1271288100,4724
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2022,268356,1811571700,6750
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2023,268233,2023520300,7543
MINNESOTA,LYON,27083,SOUTHWEST,70,2010,387078,1438798679,3717
MINNESOTA,LYON,27083,SOUTHWEST,70,2011,385447,1596844094,4142
MINNESOTA,LYON,27083,SOUTHWEST,70,2012,378373,1971312233,5209
MINNESOTA,LYON,27083,SOUTHWEST,70,2013,378194,2649909337,7006
MINNESOTA,LYON,27083,SOUTHWEST,70,2014,373616,2929998837,7842
MINNESOTA,LYON,27083,SOUTHWEST,70,2015,373195,2722966916,7296
MINNESOTA,LYON,27083,SOUTHWEST,70,2016,372897,2588180178,6940
MINNESOTA,LYON,27083,SOUTHWEST,70,2017,371017,2373298642,6396
MINNESOTA,LYON,27083,SOUTHWEST,70,2018,370302,2358662100,6369
MINNESOTA,LYON,27083,SOUTHWEST,70,2019,370120,2240603400,6053
MINNESOTA,LYON,27083,SOUTHWEST,70,2020,369840,2239588800,6055
MINNESOTA,LYON,27083,SOUTHWEST,70,2021,369397,2358048911,6383
MINNESOTA,LYON,27083,SOUTHWEST,70,2022,358473,2762803100,7707
MINNESOTA,LYON,27083,SOUTHWEST,70,2023,358328,3776822800,10540
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2010,161583,233180044,1443
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2011,161265,241017634,1494
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2012,161979,285394513,1761
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2013,161930,350214951,2162
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2014,161930,357742553,2209
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2015,161920,373919193,2309
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2016,163749,393828884,2405
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2017,163444,393314502,2406
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2018,163204,391459800,2398
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2019,163216,449925500,2756
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2020,163175,495315700,3035
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2021,163161,523067500,3205
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2022,163063,522752500,3205
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2023,162968,763771600,4686
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2010,810118,849255400,1048
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2011,810203,937668900,1157
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2012,809469,1143267700,1412
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2013,808198,1730252800,2140
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2014,808084,2075110200,2567
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2015,811291,2102075900,2591
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2016,810191,1827799600,2256
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2017,809918,1686620600,2082
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2018,809129,1627596200,2011
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2019,808915,1697338900,2098
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2020,808595,1696153200,2097
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2021,808512,1695481000,2097
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2022,808206,1975022800,2443
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2023,807986,2438044400,3017
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2010,389898,1815448167,4656
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2011,389766,1935767904,4966
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2012,389651,2422233668,6216
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2013,389904,3390573883,8695
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2014,389826,3537685703,9075
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2015,385784,3146564070,8156
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2016,384365,2875907136,7482
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2017,384288,2797561248,7279
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2018,383809,2865613900,7466
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2019,383393,2720040269,7094
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2020,382663,2888290300,7547
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2021,380248,2816019969,7405
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2022,379628,3029464000,7980
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2023,379257,4418782800,11651
MINNESOTA,MCLEOD,27085,CENTRAL,50,2010,230514,1069327691,4638
MINNESOTA,MCLEOD,27085,CENTRAL,50,2011,230322,1068433048,4638
MINNESOTA,MCLEOD,27085,CENTRAL,50,2012,229774,1168631605,5086
MINNESOTA,MCLEOD,27085,CENTRAL,50,2013,229736,1463978400,6372
MINNESOTA,MCLEOD,27085,CENTRAL,50,2014,229780,1700167726,7399
MINNESOTA,MCLEOD,27085,CENTRAL,50,2015,229494,1772254699,7722
MINNESOTA,MCLEOD,27085,CENTRAL,50,2016,228944,1548210016,6762
MINNESOTA,MCLEOD,27085,CENTRAL,50,2017,228613,1393939915,6097
MINNESOTA,MCLEOD,27085,CENTRAL,50,2018,228107,1226183300,5375
MINNESOTA,MCLEOD,27085,CENTRAL,50,2019,227941,1315400305,5770
MINNESOTA,MCLEOD,27085,CENTRAL,50,2020,227720,1314256700,5771
MINNESOTA,MCLEOD,27085,CENTRAL,50,2021,227507,1312906331,5770
MINNESOTA,MCLEOD,27085,CENTRAL,50,2022,226806,1486183700,6552
MINNESOTA,MCLEOD,27085,CENTRAL,50,2023,226631,1949481500,8602
MINNESOTA,MEEKER,27093,CENTRAL,50,2010,268704,885787160,3296
MINNESOTA,MEEKER,27093,CENTRAL,50,2011,269623,965643402,3581
MINNESOTA,MEEKER,27093,CENTRAL,50,2012,269620,1088462244,4037
MINNESOTA,MEEKER,27093,CENTRAL,50,2013,269441,1337233852,4962
MINNESOTA,MEEKER,27093,CENTRAL,50,2014,269099,1459508617,5423
MINNESOTA,MEEKER,27093,CENTRAL,50,2015,268276,1463042664,5453
MINNESOTA,MEEKER,27093,CENTRAL,50,2016,267891,1420096106,5301
MINNESOTA,MEEKER,27093,CENTRAL,50,2017,266862,1425859600,5343
MINNESOTA,MEEKER,27093,CENTRAL,50,2018,266854,1417112400,5310
MINNESOTA,MEEKER,27093,CENTRAL,50,2019,266697,1363943800,5114
MINNESOTA,MEEKER,27093,CENTRAL,50,2020,266478,1363257300,5115
MINNESOTA,MEEKER,27093,CENTRAL,50,2021,266102,1361530500,5116
MINNESOTA,MEEKER,27093,CENTRAL,50,2022,265040,1533780600,5786
MINNESOTA,MEEKER,27093,CENTRAL,50,2023,264337,2120094100,8020
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2010,67771,129993200,1918
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2011,69381,146996700,2118
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2012,67839,150002000,2211
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2013,67139,155126200,2310
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2014,66929,176209100,2632
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2015,66931,176398400,2635
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2016,67485,149983300,2222
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2017,68809,153163100,2225
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2018,69082,153878000,2227
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2019,68959,154062000,2234
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2020,68861,176879100,2568
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2021,68973,178295200,2584
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2022,68666,206847900,3012
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2023,67997,238576000,3508
MINNESOTA,MORRISON,27097,CENTRAL,50,2010,215222,557728200,2591
MINNESOTA,MORRISON,27097,CENTRAL,50,2011,215124,555428100,2581
MINNESOTA,MORRISON,27097,CENTRAL,50,2012,215703,568208800,2634
MINNESOTA,MORRISON,27097,CENTRAL,50,2013,216284,589449100,2725
MINNESOTA,MORRISON,27097,CENTRAL,50,2014,217028,602161200,2774
MINNESOTA,MORRISON,27097,CENTRAL,50,2015,217030,620534400,2859
MINNESOTA,MORRISON,27097,CENTRAL,50,2016,216952,618363500,2850
MINNESOTA,MORRISON,27097,CENTRAL,50,2017,217328,649410500,2988
MINNESOTA,MORRISON,27097,CENTRAL,50,2018,217509,650252400,2989
MINNESOTA,MORRISON,27097,CENTRAL,50,2019,217547,648205300,2979
MINNESOTA,MORRISON,27097,CENTRAL,50,2020,217382,658104000,3027
MINNESOTA,MORRISON,27097,CENTRAL,50,2021,217383,680671200,3131
MINNESOTA,MORRISON,27097,CENTRAL,50,2022,217481,766847300,3526
MINNESOTA,MORRISON,27097,CENTRAL,50,2023,218100,1005116300,4608
MINNESOTA,MOWER,27099,SOUTHEAST,90,2010,382011,1582753100,4143
MINNESOTA,MOWER,27099,SOUTHEAST,90,2011,381757,1664869600,4361
MINNESOTA,MOWER,27099,SOUTHEAST,90,2012,381914,2026444500,5306
MINNESOTA,MOWER,27099,SOUTHEAST,90,2013,381799,2941446500,7704
MINNESOTA,MOWER,27099,SOUTHEAST,90,2014,381898,3009307900,7879
MINNESOTA,MOWER,27099,SOUTHEAST,90,2015,381516,2795062900,7326
MINNESOTA,MOWER,27099,SOUTHEAST,90,2016,380826,2707475500,7109
MINNESOTA,MOWER,27099,SOUTHEAST,90,2017,379879,2480800400,6530
MINNESOTA,MOWER,27099,SOUTHEAST,90,2018,378515,2472319200,6531
MINNESOTA,MOWER,27099,SOUTHEAST,90,2019,378008,2469027300,6531
MINNESOTA,MOWER,27099,SOUTHEAST,90,2020,377323,2574086000,6821
MINNESOTA,MOWER,27099,SOUTHEAST,90,2021,376874,2571069000,6822
MINNESOTA,MOWER,27099,SOUTHEAST,90,2022,376677,2904418100,7710
MINNESOTA,MOWER,27099,SOUTHEAST,90,2023,376418,4215905900,11200
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2010,387366,1385471785,3576
